flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F019701,SQ,Singapore Airlines,star,SQ9852;SQ4028,CDG,Paris,FCO,Rome,2026-01-15T13:00:00Z,2026-01-16T18:21:00Z,1761,1,SIN,124,Economy,125.33,USD,9,E190,83,True,False,low,winter_low,False
F019801,AA,American Airlines,oneworld,AA5066,CPT,Cape Town,GRU,Sao Paulo,2026-02-18T20:45:00Z,2026-02-19T05:21:00Z,516,0,,0,Economy,1032.19,USD,5,A380-800,88,True,True,high,summer_peak,False
F019901,EK,Emirates,none,EK4257;EK5426;EK8126,LAX,Los Angeles,BOM,Mumbai,2025-05-06T17:40:00Z,2025-05-08T06:17:00Z,2197,2,DOH;HKG,285,Economy,889.45,USD,8,A330-300,83,False,False,medium,shoulder,False
F020001,SQ,Singapore Airlines,star,SQ283;SQ9010,MAA,Chennai,ORD,Chicago,2026-05-28T12:35:00Z,2026-05-29T10:20:00Z,1305,1,AMS,140,Business,3836.58,USD,6,B777-300ER,84,True,True,medium,shoulder,False
F020101,KL,KLM,skyteam,KL7691;KL8413;KL4368,AMS,Amsterdam,SYD,Sydney,2025-01-15T12:55:00Z,2025-01-17T04:26:00Z,2371,2,IST;JFK,286,Economy,914.92,USD,4,B767-300,78,True,False,low,winter_low,False
F020201,TG,Thai Airways,star,TG9528;TG1898,SFO,San Francisco,JFK,New York,2026-03-30T08:30:00Z,2026-03-31T12:17:00Z,1667,1,IST,178,Economy,356.26,USD,4,B737-800,82,True,False,medium,shoulder,False
F020301,DL,Delta,skyteam,DL7446;DL5402,DEL,Delhi,PEK,Beijing,2026-02-22T21:55:00Z,2026-02-23T10:58:00Z,783,1,SIN,56,Economy,269.97,USD,6,A350-900,80,True,False,low,winter_low,False
F020401,BA,British Airways,oneworld,BA4769;BA2362,FCO,Rome,KUL,Kuala Lumpur,2025-11-05T05:40:00Z,2025-11-06T04:39:00Z,1379,1,NRT,152,Economy,683.14,USD,7,B767-300,86,True,True,medium,shoulder,False
F020501,AA,American Airlines,oneworld,AA2040;AA2665,NRT,Tokyo,AKL,Auckland,2025-04-15T13:25:00Z,2025-04-16T22:58:00Z,2013,1,DOH,221,Business,2882.74,USD,4,B737-800,76,True,True,high,spring_break,True
F020601,EK,Emirates,none,EK2910;EK8734,KUL,Kuala Lumpur,CPT,Cape Town,2025-01-05T21:30:00Z,2025-01-07T01:38:00Z,1688,1,FRA,155,Economy,723.38,USD,5,B767-300,90,False,False,low,winter_low,False
F020701,AF,Air France,skyteam,AF7005;AF6024,GIG,Rio de Janeiro,AKL,Auckland,2025-11-29T20:40:00Z,2025-12-01T05:09:00Z,1949,1,JFK,224,Economy,1201.88,USD,7,A380-800,80,False,True,high,thanksgiving_peak,True
F020801,SQ,Singapore Airlines,star,SQ1224;SQ6243;SQ1543,IST,Istanbul,FCO,Rome,2025-05-24T08:25:00Z,2025-05-25T12:21:00Z,1676,2,HKG;FRA,199,Economy,143.57,USD,4,A380-800,76,True,False,medium,shoulder,False
F020901,KE,Korean Air,skyteam,KE9315,MEL,Melbourne,SFO,San Francisco,2025-06-07T11:25:00Z,2025-06-08T03:53:00Z,988,0,,0,Economy,1294.41,USD,5,E190,87,True,False,low,winter_low,False
F021001,UA,United Airlines,star,UA3989,SIN,Singapore,HKG,Hong Kong,2025-04-04T08:05:00Z,2025-04-04T11:57:00Z,232,0,,0,Economy,308.63,USD,7,A380-800,90,False,True,medium,shoulder,False
F021101,NH,ANA,star,NH5865;NH1387;NH599,SYD,Sydney,NRT,Tokyo,2025-12-11T15:10:00Z,2025-12-13T03:30:00Z,2180,2,DOH;HKG,439,Economy,754.42,USD,5,A380-800,79,False,True,high,summer_peak,False
F021201,KE,Korean Air,skyteam,KE3618;KE7466,DOH,Doha,JFK,New York,2026-02-19T19:50:00Z,2026-02-20T23:17:00Z,1647,1,NRT,133,Economy,773.97,USD,9,B777-300ER,78,True,True,low,winter_low,False
F021301,BA,British Airways,oneworld,BA5751;BA1352,FRA,Frankfurt,SFO,San Francisco,2025-02-02T11:25:00Z,2025-02-03T15:25:00Z,1680,1,HKG,80,Economy,590.25,USD,5,A330-300,78,True,True,low,winter_low,False
F021401,QR,Qatar Airways,oneworld,QR6319;QR7067,CPT,Cape Town,MEL,Melbourne,2026-01-30T16:50:00Z,2026-02-01T00:22:00Z,1892,1,NRT,91,Economy,1230.12,USD,5,B777-300ER,84,True,False,high,summer_peak,False
F021501,QF,Qantas,oneworld,QF6121;QF2787;QF846,YYZ,Toronto,BKK,Bangkok,2026-02-24T11:35:00Z,2026-02-26T15:15:00Z,3100,2,ICN;JFK,307,Economy,813.05,USD,8,B737-800,82,True,False,low,winter_low,False
F021601,DL,Delta,skyteam,DL1210;DL4173,DXB,Dubai,MAA,Chennai,2026-05-30T06:45:00Z,2026-05-30T15:01:00Z,496,1,DOH,142,Economy,251.25,USD,9,E190,80,False,False,medium,shoulder,False
F021701,NH,ANA,star,NH610,LAX,Los Angeles,CDG,Paris,2025-07-08T08:35:00Z,2025-07-08T20:37:00Z,722,0,,0,Economy,1345.27,USD,7,A321neo,91,False,True,high,summer_peak,False
F021801,KE,Korean Air,skyteam,KE5994,JFK,New York,MEX,Mexico City,2026-06-18T17:05:00Z,2026-06-18T21:57:00Z,292,0,,0,Economy,580.39,USD,2,A350-900,88,True,False,high,summer_peak,False
F021901,KL,KLM,skyteam,KL4580;KL2436,SFO,San Francisco,LHR,London,2025-01-26T15:00:00Z,2025-01-27T18:16:00Z,1636,1,DOH,189,Economy,644.48,USD,4,A320neo,85,True,False,low,winter_low,False
F022001,KE,Korean Air,skyteam,KE9572,JFK,New York,LHR,London,2025-08-21T09:50:00Z,2025-08-21T17:25:00Z,455,0,,0,Business,2876.12,USD,3,A380-800,81,True,True,high,summer_peak,False
F022101,AF,Air France,skyteam,AF7762,ICN,Seoul,CDG,Paris,2025-02-13T05:05:00Z,2025-02-13T16:54:00Z,709,0,,0,First,4586.74,USD,9,B737-800,86,True,True,low,winter_low,False
F022201,NH,ANA,star,NH6509,ORD,Chicago,CDG,Paris,2025-11-13T17:40:00Z,2025-11-14T02:39:00Z,539,0,,0,Economy,856.42,USD,7,A320neo,88,False,False,medium,shoulder,False
F022301,AF,Air France,skyteam,AF593;AF3564,SVO,Moscow,BOM,Mumbai,2026-04-19T12:40:00Z,2026-04-20T02:59:00Z,859,1,FRA,136,Economy,387.42,USD,8,A330-300,82,False,True,medium,shoulder,False
F022401,TK,Turkish Airlines,star,TK1842,ICN,Seoul,AMS,Amsterdam,2025-12-18T15:00:00Z,2025-12-19T02:21:00Z,681,0,,0,Economy,1466.57,USD,1,A321neo,80,False,True,peak,year_end_holidays,True
F022501,KE,Korean Air,skyteam,KE1403,AKL,Auckland,CDG,Paris,2025-06-04T08:35:00Z,2025-06-05T08:25:00Z,1430,0,,0,Economy,1555.14,USD,8,E190,89,True,False,low,winter_low,False
F022601,KE,Korean Air,skyteam,KE1867,SIN,Singapore,FCO,Rome,2025-09-29T21:45:00Z,2025-09-30T10:58:00Z,793,0,,0,Premium Economy,1748.38,USD,9,A321neo,85,True,False,medium,shoulder,False
F022701,UA,United Airlines,star,UA8705,DEL,Delhi,HKG,Hong Kong,2025-03-08T09:25:00Z,2025-03-08T14:45:00Z,320,0,,0,Economy,441.25,USD,3,B777-300ER,92,True,True,medium,shoulder,False
F022801,LH,Lufthansa,star,LH2118,MEL,Melbourne,DXB,Dubai,2026-04-04T23:05:00Z,2026-04-05T14:18:00Z,913,0,,0,Economy,1259.19,USD,7,B777-300ER,88,False,False,medium,shoulder,False
F022901,EK,Emirates,none,EK1560;EK6758;EK9745,IST,Istanbul,BCN,Barcelona,2025-07-13T19:45:00Z,2025-07-15T03:02:00Z,1877,2,HKG;NRT,152,Business,747.22,USD,5,B787-9,76,True,True,high,summer_peak,False
F023001,AF,Air France,skyteam,AF7489;AF3075;AF8396,DOH,Doha,SVO,Moscow,2025-08-27T11:20:00Z,2025-08-28T17:39:00Z,1819,2,ICN;LHR,319,Economy,355.64,USD,2,A350-900,71,False,False,high,summer_peak,False
F023101,BA,British Airways,oneworld,BA3492;BA8211;BA3381,IST,Istanbul,NRT,Tokyo,2026-05-29T23:05:00Z,2026-05-31T08:57:00Z,2032,2,CDG;SFO,458,Economy,572.13,USD,7,B737-800,72,False,True,medium,shoulder,False
F023201,NH,ANA,star,NH1406;NH9682,BCN,Barcelona,SVO,Moscow,2025-02-24T00:20:00Z,2025-02-24T09:53:00Z,573,1,LHR,219,Economy,275.27,USD,4,B767-300,84,True,True,low,winter_low,False
F023301,UA,United Airlines,star,UA6639;UA5710;UA312,SFO,San Francisco,PEK,Beijing,2025-05-22T06:35:00Z,2025-05-23T17:55:00Z,2120,2,ICN;IST,196,First,3660.97,USD,3,A380-800,74,True,True,medium,shoulder,False
F023401,EK,Emirates,none,EK4644;EK6791,MEL,Melbourne,GRU,Sao Paulo,2026-04-25T22:55:00Z,2026-04-27T11:28:00Z,2193,1,LHR,136,Economy,1188.72,USD,5,A330-300,89,False,False,medium,shoulder,False
F023501,KL,KLM,skyteam,KL2901;KL364,CPT,Cape Town,MAA,Chennai,2026-01-03T09:40:00Z,2026-01-04T14:57:00Z,1757,1,NRT,83,Economy,1021.2,USD,3,E190,72,True,False,peak,year_end_holidays,True
F023601,KE,Korean Air,skyteam,KE7190,DOH,Doha,FRA,Frankfurt,2026-05-27T16:55:00Z,2026-05-27T23:19:00Z,384,0,,0,Business,1575.69,USD,8,A321neo,88,True,True,medium,shoulder,False
F023701,DL,Delta,skyteam,DL6943,DEL,Delhi,HKG,Hong Kong,2025-09-16T10:55:00Z,2025-09-16T16:15:00Z,320,0,,0,Economy,413.16,USD,5,B777-300ER,88,True,False,medium,shoulder,False
F023801,KE,Korean Air,skyteam,KE7445;KE6427,SFO,San Francisco,CDG,Paris,2025-04-11T18:50:00Z,2025-04-13T01:39:00Z,1849,1,HKG,216,Economy,931.85,USD,4,A321neo,74,True,False,high,spring_break,True
F023901,KE,Korean Air,skyteam,KE5207;KE591;KE5570,PVG,Shanghai,YYZ,Toronto,2026-03-20T16:20:00Z,2026-03-21T21:54:00Z,1774,2,HKG;AMS,416,Economy,813.04,USD,6,A321neo,77,True,False,medium,shoulder,False
F024001,DL,Delta,skyteam,DL8232;DL7158;DL9891,SYD,Sydney,DOH,Doha,2026-05-10T13:15:00Z,2026-05-12T00:26:00Z,2111,2,FRA;AMS,358,Economy,807.11,USD,5,A320neo,79,True,False,medium,shoulder,False
F024101,BA,British Airways,oneworld,BA6550;BA4969,BKK,Bangkok,SIN,Singapore,2025-06-10T08:25:00Z,2025-06-11T01:32:00Z,1027,1,DOH,87,Economy,204.04,USD,7,A330-300,77,False,False,high,summer_peak,False
F024201,BA,British Airways,oneworld,BA1852;BA9578,CDG,Paris,FRA,Frankfurt,2026-03-22T07:55:00Z,2026-03-22T13:54:00Z,359,1,LHR,205,Economy,69.35,USD,5,A321neo,86,True,False,medium,shoulder,False
F024301,AI,Air India,star,AI4967,SFO,San Francisco,NRT,Tokyo,2025-06-19T21:50:00Z,2025-06-20T08:46:00Z,656,0,,0,Premium Economy,2107.77,USD,7,A330-300,84,True,False,high,summer_peak,False
F024401,BA,British Airways,oneworld,BA527,SVO,Moscow,LHR,London,2026-01-31T13:50:00Z,2026-01-31T17:38:00Z,228,0,,0,Economy,263.77,USD,4,B767-300,85,False,False,low,winter_low,False
F024501,SQ,Singapore Airlines,star,SQ4605,HKG,Hong Kong,GRU,Sao Paulo,2025-08-26T07:05:00Z,2025-08-27T06:15:00Z,1390,0,,0,Economy,2467.74,USD,3,A350-900,88,False,False,high,summer_peak,False
F024601,NH,ANA,star,NH9224;NH4254,LHR,London,DOH,Doha,2025-04-24T17:45:00Z,2025-04-25T16:21:00Z,1356,1,ICN,84,Premium Economy,840.56,USD,4,A350-900,85,True,True,medium,shoulder,False
F024701,JL,Japan Airlines,oneworld,JL647;JL8580,IST,Istanbul,BOM,Mumbai,2025-03-02T20:45:00Z,2025-03-03T13:43:00Z,1018,1,LHR,212,Premium Economy,830.79,USD,3,B777-300ER,85,True,True,medium,shoulder,False
F024801,LH,Lufthansa,star,LH7418;LH4169,MAA,Chennai,LHR,London,2025-08-14T08:15:00Z,2025-08-15T06:19:00Z,1324,1,ICN,182,Economy,909.47,USD,3,B777-300ER,76,False,False,high,summer_peak,False
F024901,AA,American Airlines,oneworld,AA2182,BOM,Mumbai,LHR,London,2026-05-10T10:00:00Z,2026-05-10T19:40:00Z,580,0,,0,Economy,770.67,USD,3,A320neo,86,False,False,medium,shoulder,False
F025001,AF,Air France,skyteam,AF9260,HKG,Hong Kong,SIN,Singapore,2025-03-14T08:40:00Z,2025-03-14T12:32:00Z,232,0,,0,Economy,297.78,USD,8,B737-800,85,False,True,medium,shoulder,False
F025101,CX,Cathay Pacific,oneworld,CX8687,SIN,Singapore,PEK,Beijing,2025-05-09T17:20:00Z,2025-05-09T23:36:00Z,376,0,,0,Economy,493.4,USD,9,B777-300ER,91,True,False,medium,shoulder,False
F025201,KE,Korean Air,skyteam,KE7695;KE2360,HKG,Hong Kong,MAA,Chennai,2025-12-16T15:05:00Z,2025-12-18T02:23:00Z,2118,1,JFK,56,Premium Economy,562.63,USD,8,A321neo,81,True,False,medium,shoulder,False
F025301,LH,Lufthansa,star,LH3622;LH1689;LH4018,DOH,Doha,YYZ,Toronto,2026-04-01T19:55:00Z,2026-04-03T10:26:00Z,2311,2,LHR;ICN,338,Premium Economy,1408.32,USD,5,A350-900,73,True,True,medium,shoulder,False
F025401,AI,Air India,star,AI1548,ICN,Seoul,KUL,Kuala Lumpur,2025-06-10T09:45:00Z,2025-06-10T16:10:00Z,385,0,,0,Business,2143.7,USD,3,A380-800,81,True,True,high,summer_peak,False
F025501,KL,KLM,skyteam,KL3794;KL8902;KL6146,LHR,London,GRU,Sao Paulo,2025-04-28T01:05:00Z,2025-04-29T09:19:00Z,1934,2,LAX;SFO,335,Economy,677.97,USD,7,A380-800,74,False,False,medium,shoulder,False
F025601,CX,Cathay Pacific,oneworld,CX325;CX4589,MEX,Mexico City,PEK,Beijing,2025-10-15T22:45:00Z,2025-10-16T17:46:00Z,1141,1,LAX,122,Economy,994.58,USD,9,A330-300,84,True,False,medium,shoulder,False
F025701,AI,Air India,star,AI9315;AI8621,FCO,Rome,ICN,Seoul,2025-06-06T16:00:00Z,2025-06-07T11:09:00Z,1149,1,HKG,218,Economy,822.88,USD,2,A320neo,75,False,False,high,summer_peak,False
F025801,DL,Delta,skyteam,DL3203;DL6572;DL4736,DEL,Delhi,AMS,Amsterdam,2025-08-19T07:00:00Z,2025-08-20T10:11:00Z,1631,2,SIN;ICN,213,Business,2131.54,USD,3,A320neo,75,True,True,high,summer_peak,False
F025901,AA,American Airlines,oneworld,AA8071;AA9004,SFO,San Francisco,BOM,Mumbai,2025-07-10T21:10:00Z,2025-07-11T20:21:00Z,1391,1,JFK,61,Economy,1310.25,USD,6,B787-9,76,False,True,high,summer_peak,False
F026001,BA,British Airways,oneworld,BA2370;BA4057;BA1213,AKL,Auckland,GIG,Rio de Janeiro,2025-11-16T08:35:00Z,2025-11-18T08:48:00Z,2893,2,LAX;IST,392,Economy,748.4,USD,6,B777-300ER,75,True,True,medium,shoulder,False
F026101,KL,KLM,skyteam,KL2395,CDG,Paris,SVO,Moscow,2025-05-26T07:50:00Z,2025-05-26T11:34:00Z,224,0,,0,Economy,313.55,USD,8,A330-300,85,True,False,medium,shoulder,False
F026201,AI,Air India,star,AI2844,MAA,Chennai,NRT,Tokyo,2026-05-12T22:40:00Z,2026-05-13T07:26:00Z,526,0,,0,Business,2212.36,USD,6,B777-300ER,89,True,True,medium,shoulder,False
F026301,NH,ANA,star,NH7444,PEK,Beijing,CDG,Paris,2025-09-30T10:15:00Z,2025-09-30T21:09:00Z,654,0,,0,Economy,868.57,USD,6,B787-9,94,False,False,medium,shoulder,False
F026401,JL,Japan Airlines,oneworld,JL1727,DOH,Doha,DEL,Delhi,2025-06-19T19:10:00Z,2025-06-19T23:01:00Z,231,0,,0,Economy,408.73,USD,2,B737-800,85,False,False,high,summer_peak,False
F026501,AF,Air France,skyteam,AF3987;AF9980,SYD,Sydney,PVG,Shanghai,2025-10-07T10:10:00Z,2025-10-08T17:54:00Z,1904,1,IST,101,Economy,572.93,USD,7,B737-800,78,False,False,medium,shoulder,False
F026601,QR,Qatar Airways,oneworld,QR8597;QR6153,SFO,San Francisco,FRA,Frankfurt,2026-05-27T08:15:00Z,2026-05-28T13:42:00Z,1767,1,HKG,167,Economy,814.91,USD,9,A350-900,90,True,False,medium,shoulder,False
F026701,BA,British Airways,oneworld,BA333;BA7060,ICN,Seoul,CDG,Paris,2026-06-16T12:40:00Z,2026-06-17T06:38:00Z,1078,1,DOH,98,Economy,883.78,USD,6,E190,78,True,False,high,summer_peak,False
F026801,KE,Korean Air,skyteam,KE1699;KE9544,MEX,Mexico City,PEK,Beijing,2025-04-05T23:05:00Z,2025-04-07T00:04:00Z,1499,1,LHR,141,Economy,1027.12,USD,2,B787-9,81,True,False,high,spring_break,True
F026901,TK,Turkish Airlines,star,TK1908;TK2767,AMS,Amsterdam,PVG,Shanghai,2025-10-28T05:45:00Z,2025-10-29T04:44:00Z,1379,1,SIN,226,Economy,637.56,USD,8,A330-300,78,True,False,medium,shoulder,False
F027001,QF,Qantas,oneworld,QF374,DXB,Dubai,ICN,Seoul,2025-05-07T09:45:00Z,2025-05-07T18:49:00Z,544,0,,0,Business,2610.78,USD,7,A380-800,92,True,True,medium,shoulder,False
F027101,LH,Lufthansa,star,LH3826,AKL,Auckland,DOH,Doha,2025-10-31T09:20:00Z,2025-11-01T04:10:00Z,1130,0,,0,Economy,1542.6,USD,8,A330-300,91,False,False,medium,shoulder,False
F027201,QF,Qantas,oneworld,QF2133;QF3136,CDG,Paris,AKL,Auckland,2025-12-25T10:15:00Z,2025-12-26T12:43:00Z,1588,1,HKG,102,Economy,2909.98,USD,2,B737-800,75,False,True,peak,year_end_holidays,True
F027301,EK,Emirates,none,EK6478,KUL,Kuala Lumpur,CDG,Paris,2025-08-04T16:30:00Z,2025-08-05T06:13:00Z,823,0,,0,Economy,1704.51,USD,3,B777-300ER,91,True,False,high,summer_peak,False
F027401,QF,Qantas,oneworld,QF5534,SIN,Singapore,DOH,Doha,2026-03-05T05:10:00Z,2026-03-05T13:35:00Z,505,0,,0,Economy,721.27,USD,4,E190,93,False,True,medium,shoulder,False
F027501,KL,KLM,skyteam,KL9550;KL4838,PVG,Shanghai,DPS,Bali,2025-07-25T23:55:00Z,2025-07-27T10:37:00Z,2082,1,LAX,180,Business,1514.43,USD,7,B767-300,78,True,True,high,summer_peak,False
F027601,TG,Thai Airways,star,TG8106,LAX,Los Angeles,IST,Istanbul,2025-11-02T22:35:00Z,2025-11-03T13:00:00Z,865,0,,0,Business,4062.01,USD,9,B737-800,85,True,True,medium,shoulder,False
F027701,LH,Lufthansa,star,LH3227;LH900,SIN,Singapore,ICN,Seoul,2026-05-31T12:20:00Z,2026-06-01T17:05:00Z,1725,1,CDG,172,Economy,337.65,USD,5,B777-300ER,84,True,False,medium,shoulder,False
F027801,QF,Qantas,oneworld,QF6815;QF8132;QF7221,BKK,Bangkok,SVO,Moscow,2025-11-29T08:10:00Z,2025-11-30T07:10:00Z,1380,2,DOH;LHR,284,Economy,674.1,USD,5,B737-800,73,False,False,high,thanksgiving_peak,True
F027901,AA,American Airlines,oneworld,AA5588,SIN,Singapore,LHR,London,2025-10-28T05:50:00Z,2025-10-28T20:06:00Z,856,0,,0,Economy,1129.13,USD,5,B767-300,91,True,False,medium,shoulder,False
F028001,JL,Japan Airlines,oneworld,JL7145;JL1346,ICN,Seoul,CPT,Cape Town,2025-12-09T19:55:00Z,2025-12-10T23:54:00Z,1679,1,CDG,228,Business,3811.86,USD,7,A320neo,85,True,True,medium,shoulder,False
F028101,EK,Emirates,none,EK3924;EK1970,NRT,Tokyo,IST,Istanbul,2025-09-11T15:55:00Z,2025-09-12T11:41:00Z,1186,1,LHR,201,Economy,757.46,USD,5,B777-300ER,87,True,False,medium,shoulder,False
F028201,KL,KLM,skyteam,KL7518,HKG,Hong Kong,DXB,Dubai,2025-11-26T02:15:00Z,2025-11-26T10:18:00Z,483,0,,0,Economy,846.89,USD,3,B787-9,80,False,False,high,thanksgiving_peak,True
F028301,QF,Qantas,oneworld,QF5976;QF2807,PEK,Beijing,NRT,Tokyo,2025-09-08T17:00:00Z,2025-09-09T15:35:00Z,1355,1,IST,73,Economy,202.23,USD,3,B737-800,90,True,False,medium,shoulder,False
F028401,KE,Korean Air,skyteam,KE5208;KE9839,DOH,Doha,FCO,Rome,2025-03-29T05:40:00Z,2025-03-29T16:57:00Z,677,1,FRA,182,Economy,329.45,USD,9,B777-300ER,85,True,False,medium,shoulder,False
F028501,QF,Qantas,oneworld,QF2108,AMS,Amsterdam,GRU,Sao Paulo,2025-11-14T04:10:00Z,2025-11-14T17:03:00Z,773,0,,0,Economy,1118.69,USD,9,A380-800,93,False,True,medium,shoulder,False
F028601,QR,Qatar Airways,oneworld,QR3161,BKK,Bangkok,FRA,Frankfurt,2025-11-10T20:30:00Z,2025-11-11T08:24:00Z,714,0,,0,Economy,1104.85,USD,3,B737-800,94,True,True,medium,shoulder,False
F028701,LH,Lufthansa,star,LH1861,DOH,Doha,CDG,Paris,2025-07-19T08:00:00Z,2025-07-19T14:52:00Z,412,0,,0,Economy,822.46,USD,7,B777-300ER,84,False,False,high,summer_peak,False
F028801,KE,Korean Air,skyteam,KE9585,BKK,Bangkok,LHR,London,2026-05-06T20:10:00Z,2026-05-07T08:48:00Z,758,0,,0,Economy,938.43,USD,9,A330-300,91,False,True,medium,shoulder,False
F028901,TG,Thai Airways,star,TG7882,MAA,Chennai,AMS,Amsterdam,2025-01-10T10:10:00Z,2025-01-10T20:40:00Z,630,0,,0,Economy,700.0,USD,7,A320neo,85,True,True,low,winter_low,False
F029001,EK,Emirates,none,EK4518;EK9212,CDG,Paris,LAX,Los Angeles,2025-10-31T22:35:00Z,2025-11-02T02:20:00Z,1665,1,DOH,212,Economy,781.59,USD,7,A350-900,86,True,False,medium,shoulder,False
F029101,BA,British Airways,oneworld,BA4913;BA7979,MAA,Chennai,HKG,Hong Kong,2025-04-05T08:45:00Z,2025-04-06T10:33:00Z,1548,1,LHR,129,Economy,384.91,USD,2,A380-800,75,False,False,high,spring_break,True
F029201,UA,United Airlines,star,UA5443,LAX,Los Angeles,HKG,Hong Kong,2025-08-17T17:50:00Z,2025-08-18T09:04:00Z,914,0,,0,Economy,1794.81,USD,7,B737-800,85,False,False,high,summer_peak,False
F029301,LH,Lufthansa,star,LH7924;LH7665,ORD,Chicago,CPT,Cape Town,2026-05-13T11:00:00Z,2026-05-14T11:42:00Z,1482,1,LHR,201,Economy,992.18,USD,5,B767-300,79,True,True,medium,shoulder,False
F029401,AF,Air France,skyteam,AF392;AF284;AF611,IST,Istanbul,DPS,Bali,2025-08-18T06:10:00Z,2025-08-19T10:03:00Z,1673,2,SIN;ICN,162,Economy,811.39,USD,5,B737-800,76,False,False,high,summer_peak,False
F029501,AA,American Airlines,oneworld,AA8423;AA3889;AA7852,ORD,Chicago,BCN,Barcelona,2025-04-29T08:15:00Z,2025-04-30T09:12:00Z,1497,2,LAX;AMS,403,Economy,420.99,USD,4,B737-800,73,False,False,medium,shoulder,False
F029601,QF,Qantas,oneworld,QF1472,DXB,Dubai,FRA,Frankfurt,2025-07-04T20:35:00Z,2025-07-05T03:18:00Z,403,0,,0,Economy,790.13,USD,2,E190,88,True,False,high,summer_peak,False
F029701,LH,Lufthansa,star,LH5358;LH5574,BKK,Bangkok,FCO,Rome,2025-05-29T18:40:00Z,2025-05-31T05:10:00Z,2070,1,LAX,229,Economy,697.69,USD,5,A321neo,81,True,False,medium,shoulder,False
